method,scenario,seed,status,K_true_relevant,K_selected,node_count_error,node_support_precision,node_support_recall,node_support_f1,group_ari,mean_score_correlation,measurement_reliability_level_B,heldout_nll_level_A,heldout_nll_level_B,heldout_nll_level_C,bootstrap_edge_jaccard,runtime_seconds,level_A_precision,level_A_recall,level_A_f1,level_A_fdr,level_A_fnr,level_A_specificity,level_A_tp,level_A_fp,level_A_fn,level_A_tn,level_A_mcc,level_A_shd,level_A_normalized_shd,level_A_auprc,level_A_partial_corr_rmse,level_A_exact_graph,level_A_any_false_edge,level_A_n_false_edges,level_A_edge_rmse,level_A_nonedge_rmse,level_A_detected_edge_sign_accuracy,level_B_precision,level_B_recall,level_B_f1,level_B_fdr,level_B_fnr,level_B_specificity,level_B_tp,level_B_fp,level_B_fn,level_B_tn,level_B_mcc,level_B_shd,level_B_normalized_shd,level_B_auprc,level_B_partial_corr_rmse,level_B_exact_graph,level_B_any_false_edge,level_B_n_false_edges,level_B_edge_rmse,level_B_nonedge_rmse,level_B_detected_edge_sign_accuracy,level_C_precision,level_C_recall,level_C_f1,level_C_fdr,level_C_fnr,level_C_specificity,level_C_tp,level_C_fp,level_C_fn,level_C_tn,level_C_mcc,level_C_shd,level_C_normalized_shd,level_C_auprc,level_C_partial_corr_rmse,level_C_exact_graph,level_C_any_false_edge,level_C_n_false_edges,level_C_edge_rmse,level_C_nonedge_rmse,level_C_detected_edge_sign_accuracy,degree_correlation,connected_component_count_error,spurious_bridges,lag_edge_precision,lag_edge_recall,lag_edge_f1
latent_variable_determination2,hub,0,ok,6.0,6.0,0.0,1.0,0.9722222222222222,0.9859154929577464,0.7699530516431925,0.9020441020584976,0.9342411363941968,5.606319511207557,5.665851230132606,4.9013381706780565,0.8142857142857143,0.17521095200208947,1.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.028970739681661715,1.0,0.0,0.0,0.037017327605903295,0.02395442266080583,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.02879128134498933,1.0,0.0,0.0,0.034671862761940675,0.025344383767179506,1.0,0.8,0.8,0.8000000000000002,0.2,0.2,0.9,4.0,1.0,1.0,9.0,0.7,2.0,0.13333333333333333,0.71,0.18524168352575665,0.0,1.0,1.0,0.08365977856672456,0.21902566675681687,1.0,0.9438798074485389,0.0,0.0,,,
latent_variable_determination2,hub,1,ok,6.0,6.0,0.0,1.0,0.9722222222222222,0.9859154929577464,0.966824644549763,0.9662162217072204,0.9362726721786746,5.7150887667156285,5.729050861216856,5.747847491668602,0.8114285714285714,0.1734900320007,1.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.03908500521341938,1.0,0.0,0.0,0.04550112023309247,0.03544404713864321,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.04230862842883315,1.0,0.0,0.0,0.07059192587507922,0.01390755405947657,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.042312553829324126,1.0,0.0,0.0,0.07059898380522635,0.013907554068702059,1.0,1.0,0.0,0.0,,,
latent_variable_determination2,hub,2,ok,6.0,6.0,0.0,1.0,0.9722222222222222,0.9859154929577464,0.966824644549763,0.9661421878029136,0.935895564114507,5.788731109693845,5.7979268448402985,5.79108230267212,0.8133333333333332,0.18618000599963125,1.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.04473009263759001,1.0,0.0,0.0,0.07341410417386526,0.01750304074226833,1.0,1.0,0.8,0.888888888888889,0.0,0.2,1.0,4.0,0.0,1.0,10.0,0.8528028654224417,1.0,0.06666666666666667,1.0,0.05301925889673952,0.0,0.0,0.0,0.08857950920328109,0.017128864398790796,1.0,1.0,0.8,0.888888888888889,0.0,0.2,1.0,4.0,0.0,1.0,10.0,0.8528028654224417,1.0,0.06666666666666667,1.0,0.05357706246215541,0.0,0.0,0.0,0.08941988301143632,0.01754407860849568,1.0,0.9561828874675147,1.0,0.0,,,
latent_variable_determination2,hub,3,ok,6.0,6.0,0.0,1.0,0.9444444444444444,0.9714285714285714,0.8579710144927536,0.9671826281382074,0.9401804233157235,5.939266171481693,5.939998878439198,5.933328461672575,0.6605952380952381,0.21210733699263074,1.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.025102548874804998,1.0,0.0,0.0,0.03699951526065426,0.016146977279239194,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.035281183769671036,1.0,0.0,0.0,0.05335422520301674,0.02106670877894396,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.03872457352628444,1.0,0.0,0.0,0.05458373346382621,0.027562599891227668,1.0,1.0,0.0,0.0,,,
latent_variable_determination2,hub,4,ok,6.0,6.0,0.0,1.0,0.9444444444444444,0.9714285714285714,0.7768115942028986,0.834689004043999,0.9329595008510719,6.153215114807189,5.983326192609148,5.069628213843279,0.8400000000000001,0.18467537000833545,1.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.03844507565550926,1.0,0.0,0.0,0.05176126017818083,0.02962130543409729,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.04774164951242196,1.0,0.0,0.0,0.07211083843532705,0.028616623443856716,1.0,0.8,0.8,0.8000000000000002,0.2,0.2,0.9,4.0,1.0,1.0,9.0,0.7,2.0,0.13333333333333333,0.6433333333333333,0.21687996698656023,0.0,1.0,1.0,0.12189692764878708,0.2512487803652594,1.0,0.9438798074485389,0.0,0.0,,,
latent_variable_determination2,disconnected_graph,0,ok,6.0,6.0,0.0,1.0,1.0,1.0,0.7925925925925926,0.9531976784435443,0.9355530699055293,5.490273538150735,5.563814065317971,5.037188614149801,0.7971428571428572,0.18292643100721762,1.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,11.0,1.0,0.0,0.0,1.0,0.021663074582354037,1.0,0.0,0.0,0.022739484456486627,0.021258143663124226,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,11.0,1.0,0.0,0.0,1.0,0.022864598094446114,1.0,0.0,0.0,0.025487660452019452,0.021832761764747632,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,11.0,1.0,0.0,0.0,1.0,0.09632539935863095,1.0,0.0,0.0,0.18380573757660829,0.019165645779675892,1.0,1.0,0.0,0.0,,,
latent_variable_determination2,disconnected_graph,1,ok,6.0,6.0,0.0,1.0,1.0,1.0,1.0,0.9680048758552998,0.9370827035592981,5.597960783699213,5.634865659600239,5.634865659600239,1.0,0.1910322269977769,1.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,11.0,1.0,0.0,0.0,1.0,0.027855386350463685,1.0,0.0,0.0,0.05204161362116248,0.008557399975919405,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,11.0,1.0,0.0,0.0,1.0,0.035994810990484835,1.0,0.0,0.0,0.06952278561408251,0.0030260294333153692,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,11.0,1.0,0.0,0.0,1.0,0.035994810990484835,1.0,0.0,0.0,0.06952278561408251,0.0030260294333153692,1.0,1.0,0.0,0.0,,,
latent_variable_determination2,disconnected_graph,2,ok,6.0,6.0,0.0,1.0,1.0,1.0,0.6967741935483871,0.95875094508009,0.9331186742274774,5.72471678854457,5.794491447453272,5.618321783273232,0.9200000000000002,0.16967142299108673,1.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,11.0,1.0,0.0,0.0,1.0,0.043652826679549304,1.0,0.0,0.0,0.0718089865619309,0.026896125020860407,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,11.0,1.0,0.0,0.0,1.0,0.07009698217806462,1.0,0.0,0.0,0.1356981776461079,0.0020850548538683773,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,11.0,1.0,0.0,0.0,1.0,0.038544380920625905,1.0,0.0,0.0,0.06261969229769938,0.02449514989929909,1.0,1.0,0.0,0.0,,,
latent_variable_determination2,disconnected_graph,3,ok,6.0,6.0,0.0,1.0,0.9444444444444444,0.9714285714285714,0.5244019138755981,0.8559126164022111,0.9376423029849353,5.9127033010158785,6.072054288810045,4.026579129980691,0.6964285714285714,0.3120729970105458,1.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,11.0,1.0,0.0,0.0,1.0,0.03862801809519382,1.0,0.0,0.0,0.06661222643805212,0.020522940346889847,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,11.0,1.0,0.0,0.0,1.0,0.044310523623794826,1.0,0.0,0.0,0.07932695033878383,0.019726026547813993,1.0,0.6,0.75,0.6666666666666665,0.4,0.25,0.8181818181818182,3.0,2.0,1.0,9.0,0.533001790889026,3.0,0.2,0.7708333333333333,0.22920764074914826,0.0,1.0,2.0,0.29667925448789323,0.199081485941833,1.0,0.31622776601683783,0.0,2.0,,,
latent_variable_determination2,disconnected_graph,4,ok,6.0,6.0,0.0,1.0,1.0,1.0,1.0,0.9627203491046243,0.9268563707261054,6.053477816041013,6.149310771959903,6.149310771959903,0.9200000000000002,0.17970296800194774,1.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,11.0,1.0,0.0,0.0,1.0,0.03296035885769253,1.0,0.0,0.0,0.0351481798359479,0.032127870451592655,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,11.0,1.0,0.0,0.0,1.0,0.0454415529904703,1.0,0.0,0.0,0.0870013648184979,0.007960534196672689,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,11.0,1.0,0.0,0.0,1.0,0.0454415529904703,1.0,0.0,0.0,0.0870013648184979,0.007960534196672689,1.0,1.0,0.0,0.0,,,
latent_variable_determination2,weak_edges,0,ok,6.0,6.0,0.0,1.0,0.9722222222222222,0.9859154929577464,0.966824644549763,0.9657611175959534,0.9341588808988641,5.8134937269705285,5.8159652408720905,5.807588418696537,0.34,0.16300115300691687,1.0,0.8,0.888888888888889,0.0,0.2,1.0,4.0,0.0,1.0,10.0,0.8528028654224417,1.0,0.06666666666666667,1.0,0.027799574828186516,0.0,0.0,0.0,0.03766914267265005,0.021207130548371686,1.0,1.0,0.8,0.888888888888889,0.0,0.2,1.0,4.0,0.0,1.0,10.0,0.8528028654224417,1.0,0.06666666666666667,1.0,0.02438988028509215,0.0,0.0,0.0,0.02761342803980617,0.022606385965627352,1.0,1.0,0.8,0.888888888888889,0.0,0.2,1.0,4.0,0.0,1.0,10.0,0.8528028654224417,1.0,0.06666666666666667,1.0,0.024694071079034898,0.0,0.0,0.0,0.02809618841370611,0.022803460658316867,1.0,0.5,1.0,0.0,,,
latent_variable_determination2,weak_edges,1,ok,6.0,6.0,0.0,1.0,0.9722222222222222,0.9859154929577464,0.966824644549763,0.9679316627551359,0.9372445934247672,5.872150161681725,5.810456072000709,5.804786863250033,0.4,0.16014160100894514,0.6666666666666666,0.8,0.7272727272727272,0.3333333333333333,0.2,0.8,4.0,2.0,1.0,8.0,0.5773502691896257,3.0,0.2,0.8261904761904761,0.039957282862700616,0.0,1.0,2.0,0.038544887823782764,0.04064507955436678,1.0,1.0,0.2,0.33333333333333337,0.0,0.8,1.0,1.0,0.0,4.0,10.0,0.37796447300922725,4.0,0.26666666666666666,0.9028571428571428,0.03826409007431827,0.0,0.0,0.0,0.05621123602723913,0.02482658566876081,1.0,1.0,0.2,0.33333333333333337,0.0,0.8,1.0,1.0,0.0,4.0,10.0,0.37796447300922725,4.0,0.26666666666666666,0.9266666666666666,0.03703142904528056,0.0,0.0,0.0,0.05365744029366125,0.024848131846671347,1.0,0.5000000000000001,4.0,0.0,,,
latent_variable_determination2,weak_edges,2,ok,6.0,6.0,0.0,1.0,1.0,1.0,0.6654867256637168,0.9592751323563092,0.9350363546087238,5.958941631488749,6.065100217508475,6.039534425839971,0.5666666666666667,0.31492364199948497,1.0,0.2,0.33333333333333337,0.0,0.8,1.0,1.0,0.0,4.0,10.0,0.37796447300922725,4.0,0.26666666666666666,0.8666666666666667,0.04067792691545394,0.0,0.0,0.0,0.06961448371174217,0.007678048969778073,1.0,1.0,0.2,0.33333333333333337,0.0,0.8,1.0,1.0,0.0,4.0,10.0,0.37796447300922725,4.0,0.26666666666666666,0.8666666666666667,0.04678764881171443,0.0,0.0,0.0,0.0801170990560074,0.008616921806389649,1.0,1.0,0.2,0.33333333333333337,0.0,0.8,1.0,1.0,0.0,4.0,10.0,0.37796447300922725,4.0,0.26666666666666666,0.8666666666666667,0.057779294519421875,0.0,0.0,0.0,0.09928298736139295,0.008894634508617303,1.0,-0.25,4.0,0.0,,,
latent_variable_determination2,weak_edges,3,ok,6.0,6.0,0.0,1.0,1.0,1.0,0.8068965517241379,0.9580194591758949,0.9398883812781711,6.204338842965689,6.363109694320112,6.2920078393574626,0.6499999999999999,0.24172574700787663,1.0,0.8,0.888888888888889,0.0,0.2,1.0,4.0,0.0,1.0,10.0,0.8528028654224417,1.0,0.06666666666666667,0.9666666666666666,0.03096032082319437,0.0,0.0,0.0,0.042879632890430806,0.022770172151383192,1.0,1.0,0.6,0.7499999999999999,0.0,0.4,1.0,3.0,0.0,2.0,10.0,0.7071067811865475,2.0,0.13333333333333333,0.9266666666666665,0.03544636704271916,0.0,0.0,0.0,0.049154942153830324,0.02601082920088377,1.0,1.0,0.4,0.5714285714285715,0.0,0.6,1.0,2.0,0.0,3.0,10.0,0.5547001962252291,3.0,0.2,0.8666666666666667,0.05148039558602749,0.0,0.0,0.0,0.08913786439763435,0.0016022670986115652,1.0,0.6324555320336761,3.0,0.0,,,
latent_variable_determination2,weak_edges,4,ok,6.0,6.0,0.0,1.0,1.0,1.0,0.9290322580645162,0.9649450784325975,0.9331813027816226,6.288919965041596,6.28844415496754,6.286231066499305,0.434047619047619,0.31113223200372886,0.75,0.6,0.6666666666666665,0.25,0.4,0.9,3.0,1.0,2.0,9.0,0.533001790889026,3.0,0.2,0.9028571428571428,0.03934096568491471,0.0,1.0,1.0,0.03641826549993621,0.04072373190807214,1.0,0.75,0.6,0.6666666666666665,0.25,0.4,0.9,3.0,1.0,2.0,9.0,0.533001790889026,3.0,0.2,0.8761904761904762,0.04016163017243972,0.0,1.0,1.0,0.03909293865821535,0.04068545047918526,1.0,1.0,0.6,0.7499999999999999,0.0,0.4,1.0,3.0,0.0,2.0,10.0,0.7071067811865475,2.0,0.13333333333333333,0.8761904761904762,0.03943470379913292,0.0,0.0,0.0,0.037868623060443404,0.04019486894295153,1.0,0.6123724356957946,2.0,0.0,,,
latent_variable_determination2,dense_near_limit,0,ok,6.0,6.0,0.0,1.0,1.0,1.0,1.0,0.9654111715627979,0.9320468600733235,5.754375115922272,5.732216890309123,5.732216890309123,0.74,0.3357840060052695,1.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.03214911616214738,1.0,0.0,0.0,0.044879903771896344,0.023307630161033766,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.04658434756422369,1.0,0.0,0.0,0.07996603005172787,0.007607179231467391,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.04658434756422369,1.0,0.0,0.0,0.07996603005172787,0.007607179231467391,1.0,1.0,0.0,0.0,,,
latent_variable_determination2,dense_near_limit,1,ok,6.0,6.0,0.0,1.0,1.0,1.0,0.8146118721461187,0.9635676419828507,0.9359516968964984,5.6883186471756835,5.701568623813391,5.624687926924256,0.6625,0.2021022489934694,1.0,0.8333333333333334,0.9090909090909091,0.0,0.16666666666666666,1.0,10.0,0.0,2.0,3.0,0.7071067811865475,2.0,0.13333333333333333,1.0,0.052009548386461206,0.0,0.0,0.0,0.05730482841283459,0.01973808955093153,1.0,1.0,0.8333333333333334,0.9090909090909091,0.0,0.16666666666666666,1.0,10.0,0.0,2.0,3.0,0.7071067811865475,2.0,0.13333333333333333,1.0,0.05596345646124383,0.0,0.0,0.0,0.06212453022748628,0.0148900393385727,1.0,1.0,0.75,0.8571428571428571,0.0,0.25,1.0,9.0,0.0,3.0,3.0,0.6123724356957946,3.0,0.2,1.0,0.059338475835535365,0.0,0.0,0.0,0.06612508904941193,0.010731447490969765,1.0,0.6123724356957946,0.0,0.0,,,
latent_variable_determination2,dense_near_limit,2,ok,6.0,6.0,0.0,1.0,1.0,1.0,0.9290322580645162,0.9675877078450945,0.9369222831280805,5.622568791384693,5.5081062428327225,5.485221263163442,0.78,0.26549396899645217,1.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,11.0,1.0,0.0,0.0,1.0,0.030599642495708568,1.0,0.0,0.0,0.03064487506504057,0.030583177702143596,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,11.0,1.0,0.0,0.0,1.0,0.034241949193960584,1.0,0.0,0.0,0.014539952992086965,0.039012847926826126,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,11.0,1.0,0.0,0.0,1.0,0.03648712209348966,1.0,0.0,0.0,0.031820872053103494,0.0380422965408222,1.0,1.0,0.0,0.0,,,
